id,full_name,gender,governorate,party
5756,Candidate 5756,Female,Baghdad,People First
5757,Candidate 5757,Female,Basra,Progressive Movement
5758,Candidate 5758,Female,Sulaymaniyah,Unity Alliance
5759,Candidate 5759,Male,Dhi Qar,Renewal Front
5760,Candidate 5760,Female,Kirkuk,Progressive Movement
5761,Candidate 5761,Female,Erbil,Unity Alliance
5762,Candidate 5762,Female,Anbar,Justice Bloc
5763,Candidate 5763,Female,Dhi Qar,Unity Alliance
5764,Candidate 5764,Male,Baghdad,Renewal Front
5765,Candidate 5765,Female,Dhi Qar,Unity Alliance
5766,Candidate 5766,Male,Karbala,Renewal Front
5767,Candidate 5767,Female,Anbar,People First
5768,Candidate 5768,Male,Erbil,Progressive Movement
5769,Candidate 5769,Female,Dhi Qar,Renewal Front
5770,Candidate 5770,Male,Karbala,Renewal Front
5771,Candidate 5771,Female,Kirkuk,People First
5772,Candidate 5772,Male,Baghdad,Progressive Movement
5773,Candidate 5773,Female,Karbala,Unity Alliance
5774,Candidate 5774,Male,Kirkuk,Justice Bloc
5775,Candidate 5775,Female,Dhi Qar,Unity Alliance
5776,Candidate 5776,Male,Basra,Justice Bloc
5777,Candidate 5777,Male,Basra,Unity Alliance
5778,Candidate 5778,Male,Anbar,People First
5779,Candidate 5779,Male,Baghdad,Unity Alliance
5780,Candidate 5780,Female,Kirkuk,Unity Alliance
5781,Candidate 5781,Female,Basra,People First
5782,Candidate 5782,Male,Sulaymaniyah,Unity Alliance
5783,Candidate 5783,Female,Dhi Qar,Progressive Movement
5784,Candidate 5784,Male,Anbar,Justice Bloc
5785,Candidate 5785,Female,Nineveh,Unity Alliance
5786,Candidate 5786,Female,Karbala,People First
5787,Candidate 5787,Female,Baghdad,Justice Bloc
5788,Candidate 5788,Female,Najaf,Renewal Front
5789,Candidate 5789,Female,Dhi Qar,Progressive Movement
5790,Candidate 5790,Male,Najaf,Progressive Movement
5791,Candidate 5791,Female,Dhi Qar,Progressive Movement
5792,Candidate 5792,Male,Sulaymaniyah,Unity Alliance
5793,Candidate 5793,Male,Najaf,Justice Bloc
5794,Candidate 5794,Female,Baghdad,Progressive Movement
5795,Candidate 5795,Male,Erbil,Unity Alliance
5796,Candidate 5796,Female,Kirkuk,Renewal Front
5797,Candidate 5797,Female,Basra,Progressive Movement
5798,Candidate 5798,Male,Karbala,Justice Bloc
5799,Candidate 5799,Male,Basra,Progressive Movement
5800,Candidate 5800,Female,Sulaymaniyah,Progressive Movement
5801,Candidate 5801,Male,Sulaymaniyah,Justice Bloc
5802,Candidate 5802,Male,Najaf,Renewal Front
5803,Candidate 5803,Male,Najaf,Unity Alliance
5804,Candidate 5804,Male,Nineveh,Unity Alliance
5805,Candidate 5805,Male,Anbar,Progressive Movement
5806,Candidate 5806,Male,Dhi Qar,Unity Alliance
5807,Candidate 5807,Male,Dhi Qar,Progressive Movement
5808,Candidate 5808,Female,Nineveh,Justice Bloc
5809,Candidate 5809,Female,Kirkuk,Renewal Front
5810,Candidate 5810,Female,Dhi Qar,Unity Alliance
5811,Candidate 5811,Male,Karbala,Justice Bloc
5812,Candidate 5812,Male,Kirkuk,People First
5813,Candidate 5813,Female,Erbil,Renewal Front
5814,Candidate 5814,Male,Nineveh,Renewal Front
5815,Candidate 5815,Female,Baghdad,Progressive Movement
5816,Candidate 5816,Female,Erbil,Renewal Front
5817,Candidate 5817,Male,Basra,Justice Bloc
5818,Candidate 5818,Female,Erbil,Unity Alliance
5819,Candidate 5819,Male,Najaf,Progressive Movement
5820,Candidate 5820,Female,Basra,Justice Bloc
5821,Candidate 5821,Female,Kirkuk,Unity Alliance
5822,Candidate 5822,Male,Najaf,Justice Bloc
5823,Candidate 5823,Male,Nineveh,Unity Alliance
5824,Candidate 5824,Male,Nineveh,Unity Alliance
5825,Candidate 5825,Female,Anbar,Renewal Front
5826,Candidate 5826,Male,Basra,Progressive Movement
5827,Candidate 5827,Female,Kirkuk,Justice Bloc
5828,Candidate 5828,Male,Anbar,Renewal Front
5829,Candidate 5829,Female,Najaf,Renewal Front
5830,Candidate 5830,Female,Karbala,Justice Bloc
5831,Candidate 5831,Male,Kirkuk,Progressive Movement
5832,Candidate 5832,Male,Kirkuk,Progressive Movement
5833,Candidate 5833,Female,Dhi Qar,Unity Alliance
5834,Candidate 5834,Female,Karbala,Renewal Front
5835,Candidate 5835,Female,Baghdad,Justice Bloc
5836,Candidate 5836,Female,Dhi Qar,Unity Alliance
5837,Candidate 5837,Female,Najaf,Unity Alliance
5838,Candidate 5838,Female,Najaf,Progressive Movement
5839,Candidate 5839,Female,Kirkuk,Progressive Movement
5840,Candidate 5840,Male,Sulaymaniyah,Unity Alliance
5841,Candidate 5841,Female,Kirkuk,Progressive Movement
5842,Candidate 5842,Male,Nineveh,Progressive Movement
5843,Candidate 5843,Male,Sulaymaniyah,People First
5844,Candidate 5844,Male,Basra,Justice Bloc
5845,Candidate 5845,Female,Baghdad,People First
5846,Candidate 5846,Female,Basra,People First
5847,Candidate 5847,Female,Anbar,Progressive Movement
5848,Candidate 5848,Male,Kirkuk,Progressive Movement
5849,Candidate 5849,Male,Anbar,Progressive Movement
5850,Candidate 5850,Female,Anbar,Justice Bloc
5851,Candidate 5851,Female,Anbar,Unity Alliance
5852,Candidate 5852,Female,Karbala,Justice Bloc
5853,Candidate 5853,Female,Kirkuk,Unity Alliance
5854,Candidate 5854,Male,Nineveh,Unity Alliance
5855,Candidate 5855,Female,Baghdad,Renewal Front
5856,Candidate 5856,Male,Kirkuk,Justice Bloc
5857,Candidate 5857,Female,Kirkuk,People First
5858,Candidate 5858,Male,Erbil,Renewal Front
5859,Candidate 5859,Female,Anbar,Renewal Front
5860,Candidate 5860,Male,Basra,People First
5861,Candidate 5861,Female,Najaf,Renewal Front
5862,Candidate 5862,Female,Baghdad,Justice Bloc
5863,Candidate 5863,Male,Sulaymaniyah,Progressive Movement
5864,Candidate 5864,Male,Kirkuk,Justice Bloc
5865,Candidate 5865,Female,Dhi Qar,Justice Bloc
5866,Candidate 5866,Male,Kirkuk,Progressive Movement
5867,Candidate 5867,Male,Anbar,Justice Bloc
5868,Candidate 5868,Female,Dhi Qar,Unity Alliance
5869,Candidate 5869,Male,Najaf,Justice Bloc
5870,Candidate 5870,Female,Dhi Qar,Renewal Front
5871,Candidate 5871,Male,Anbar,Renewal Front
5872,Candidate 5872,Female,Kirkuk,Justice Bloc
5873,Candidate 5873,Male,Nineveh,People First
5874,Candidate 5874,Male,Najaf,Unity Alliance
5875,Candidate 5875,Female,Kirkuk,Unity Alliance
5876,Candidate 5876,Female,Nineveh,Progressive Movement
5877,Candidate 5877,Female,Baghdad,People First
5878,Candidate 5878,Male,Sulaymaniyah,Justice Bloc
5879,Candidate 5879,Female,Anbar,People First
5880,Candidate 5880,Female,Anbar,Unity Alliance
5881,Candidate 5881,Male,Basra,Progressive Movement
5882,Candidate 5882,Female,Kirkuk,Progressive Movement
5883,Candidate 5883,Female,Sulaymaniyah,People First
5884,Candidate 5884,Female,Nineveh,Renewal Front
5885,Candidate 5885,Female,Najaf,Renewal Front
5886,Candidate 5886,Female,Karbala,Progressive Movement
5887,Candidate 5887,Female,Anbar,People First
5888,Candidate 5888,Male,Karbala,Progressive Movement
5889,Candidate 5889,Female,Dhi Qar,Progressive Movement
5890,Candidate 5890,Male,Kirkuk,Renewal Front
5891,Candidate 5891,Male,Sulaymaniyah,Justice Bloc
5892,Candidate 5892,Male,Erbil,Unity Alliance
5893,Candidate 5893,Female,Nineveh,Renewal Front
5894,Candidate 5894,Female,Najaf,Progressive Movement
5895,Candidate 5895,Female,Dhi Qar,Progressive Movement
5896,Candidate 5896,Male,Dhi Qar,Renewal Front
5897,Candidate 5897,Male,Karbala,People First
5898,Candidate 5898,Female,Basra,Progressive Movement
5899,Candidate 5899,Male,Kirkuk,Justice Bloc
5900,Candidate 5900,Female,Sulaymaniyah,Unity Alliance
5901,Candidate 5901,Female,Kirkuk,People First
5902,Candidate 5902,Female,Kirkuk,People First
5903,Candidate 5903,Male,Anbar,People First
5904,Candidate 5904,Female,Erbil,People First
5905,Candidate 5905,Male,Baghdad,Progressive Movement
5906,Candidate 5906,Female,Anbar,Unity Alliance
5907,Candidate 5907,Male,Basra,Justice Bloc
5908,Candidate 5908,Female,Nineveh,Unity Alliance
5909,Candidate 5909,Male,Kirkuk,People First
5910,Candidate 5910,Male,Erbil,Unity Alliance
5911,Candidate 5911,Male,Sulaymaniyah,Progressive Movement
5912,Candidate 5912,Female,Erbil,Unity Alliance
5913,Candidate 5913,Female,Erbil,Justice Bloc
5914,Candidate 5914,Male,Sulaymaniyah,People First
5915,Candidate 5915,Male,Basra,Progressive Movement
5916,Candidate 5916,Male,Sulaymaniyah,Renewal Front
5917,Candidate 5917,Male,Dhi Qar,Justice Bloc
5918,Candidate 5918,Male,Karbala,Justice Bloc
5919,Candidate 5919,Female,Sulaymaniyah,Unity Alliance
5920,Candidate 5920,Male,Anbar,People First
5921,Candidate 5921,Male,Basra,People First
5922,Candidate 5922,Male,Baghdad,People First
5923,Candidate 5923,Male,Najaf,Justice Bloc
5924,Candidate 5924,Male,Anbar,Renewal Front
5925,Candidate 5925,Female,Kirkuk,Unity Alliance
5926,Candidate 5926,Male,Najaf,Unity Alliance
5927,Candidate 5927,Female,Sulaymaniyah,Progressive Movement
5928,Candidate 5928,Male,Kirkuk,Renewal Front
5929,Candidate 5929,Female,Dhi Qar,Progressive Movement
5930,Candidate 5930,Male,Sulaymaniyah,Renewal Front
5931,Candidate 5931,Female,Dhi Qar,Unity Alliance
5932,Candidate 5932,Female,Anbar,Renewal Front
5933,Candidate 5933,Female,Najaf,Renewal Front
5934,Candidate 5934,Female,Erbil,People First
5935,Candidate 5935,Male,Nineveh,Justice Bloc
5936,Candidate 5936,Female,Kirkuk,People First
5937,Candidate 5937,Female,Kirkuk,People First
5938,Candidate 5938,Female,Sulaymaniyah,People First
5939,Candidate 5939,Female,Nineveh,Renewal Front
5940,Candidate 5940,Male,Erbil,Renewal Front
5941,Candidate 5941,Male,Basra,Justice Bloc
5942,Candidate 5942,Female,Baghdad,Progressive Movement
5943,Candidate 5943,Male,Baghdad,Unity Alliance
5944,Candidate 5944,Male,Erbil,People First
5945,Candidate 5945,Male,Anbar,Progressive Movement
5946,Candidate 5946,Male,Karbala,Progressive Movement
5947,Candidate 5947,Male,Sulaymaniyah,People First
5948,Candidate 5948,Male,Karbala,Unity Alliance
5949,Candidate 5949,Female,Sulaymaniyah,Justice Bloc
5950,Candidate 5950,Male,Kirkuk,Progressive Movement
5951,Candidate 5951,Female,Kirkuk,Progressive Movement
5952,Candidate 5952,Male,Erbil,People First
5953,Candidate 5953,Female,Kirkuk,Renewal Front
5954,Candidate 5954,Female,Dhi Qar,Renewal Front
5955,Candidate 5955,Female,Nineveh,Justice Bloc
5956,Candidate 5956,Male,Dhi Qar,Justice Bloc
5957,Candidate 5957,Female,Erbil,Justice Bloc
5958,Candidate 5958,Male,Baghdad,Progressive Movement
5959,Candidate 5959,Female,Kirkuk,Progressive Movement
5960,Candidate 5960,Female,Erbil,Progressive Movement
5961,Candidate 5961,Male,Kirkuk,Progressive Movement
5962,Candidate 5962,Male,Kirkuk,Unity Alliance
5963,Candidate 5963,Male,Karbala,Unity Alliance
5964,Candidate 5964,Male,Karbala,Renewal Front
5965,Candidate 5965,Male,Baghdad,People First
5966,Candidate 5966,Male,Baghdad,Justice Bloc
5967,Candidate 5967,Male,Basra,Renewal Front
5968,Candidate 5968,Male,Dhi Qar,People First
5969,Candidate 5969,Female,Nineveh,Progressive Movement
5970,Candidate 5970,Female,Sulaymaniyah,Unity Alliance
5971,Candidate 5971,Male,Najaf,Justice Bloc
5972,Candidate 5972,Male,Najaf,Progressive Movement
5973,Candidate 5973,Male,Sulaymaniyah,Justice Bloc
5974,Candidate 5974,Female,Sulaymaniyah,People First
5975,Candidate 5975,Female,Kirkuk,People First
5976,Candidate 5976,Female,Nineveh,Justice Bloc
5977,Candidate 5977,Male,Anbar,Unity Alliance
5978,Candidate 5978,Female,Nineveh,Renewal Front
5979,Candidate 5979,Male,Kirkuk,Justice Bloc
5980,Candidate 5980,Female,Kirkuk,Progressive Movement
5981,Candidate 5981,Male,Dhi Qar,Unity Alliance
5982,Candidate 5982,Male,Najaf,Unity Alliance
5983,Candidate 5983,Female,Nineveh,Unity Alliance
5984,Candidate 5984,Female,Karbala,Progressive Movement
5985,Candidate 5985,Female,Karbala,Renewal Front
5986,Candidate 5986,Male,Baghdad,People First
5987,Candidate 5987,Male,Nineveh,Progressive Movement
5988,Candidate 5988,Male,Dhi Qar,Progressive Movement
5989,Candidate 5989,Male,Dhi Qar,People First
5990,Candidate 5990,Male,Erbil,Progressive Movement
5991,Candidate 5991,Male,Karbala,Progressive Movement
5992,Candidate 5992,Female,Sulaymaniyah,Progressive Movement
5993,Candidate 5993,Male,Sulaymaniyah,Renewal Front
5994,Candidate 5994,Female,Erbil,Justice Bloc
5995,Candidate 5995,Male,Najaf,Justice Bloc
5996,Candidate 5996,Female,Karbala,Progressive Movement
5997,Candidate 5997,Female,Erbil,Progressive Movement
5998,Candidate 5998,Male,Anbar,People First
5999,Candidate 5999,Female,Erbil,Renewal Front
6000,Candidate 6000,Female,Anbar,Unity Alliance
6001,Candidate 6001,Male,Najaf,Renewal Front
6002,Candidate 6002,Female,Baghdad,Progressive Movement
6003,Candidate 6003,Male,Najaf,Unity Alliance
6004,Candidate 6004,Male,Baghdad,People First
6005,Candidate 6005,Male,Anbar,Justice Bloc
6006,Candidate 6006,Female,Basra,Progressive Movement
6007,Candidate 6007,Female,Sulaymaniyah,Progressive Movement
6008,Candidate 6008,Male,Nineveh,Progressive Movement
6009,Candidate 6009,Male,Basra,Progressive Movement
6010,Candidate 6010,Female,Dhi Qar,Unity Alliance
6011,Candidate 6011,Male,Nineveh,Unity Alliance
6012,Candidate 6012,Male,Erbil,Renewal Front
6013,Candidate 6013,Female,Anbar,Justice Bloc
6014,Candidate 6014,Female,Sulaymaniyah,Progressive Movement
6015,Candidate 6015,Female,Kirkuk,People First
6016,Candidate 6016,Male,Karbala,Renewal Front
6017,Candidate 6017,Female,Baghdad,Unity Alliance
6018,Candidate 6018,Male,Baghdad,People First
6019,Candidate 6019,Female,Karbala,Justice Bloc
6020,Candidate 6020,Male,Anbar,Renewal Front
6021,Candidate 6021,Female,Basra,Justice Bloc
6022,Candidate 6022,Male,Sulaymaniyah,Progressive Movement
6023,Candidate 6023,Male,Anbar,Unity Alliance
6024,Candidate 6024,Male,Nineveh,Renewal Front
6025,Candidate 6025,Male,Anbar,People First
6026,Candidate 6026,Male,Basra,People First
6027,Candidate 6027,Male,Najaf,People First
6028,Candidate 6028,Male,Baghdad,Renewal Front
6029,Candidate 6029,Male,Baghdad,Renewal Front
6030,Candidate 6030,Female,Najaf,Unity Alliance
6031,Candidate 6031,Male,Anbar,Justice Bloc
6032,Candidate 6032,Male,Anbar,Unity Alliance
6033,Candidate 6033,Male,Dhi Qar,Unity Alliance
6034,Candidate 6034,Male,Nineveh,Unity Alliance
6035,Candidate 6035,Male,Nineveh,Unity Alliance
6036,Candidate 6036,Female,Dhi Qar,Justice Bloc
6037,Candidate 6037,Male,Baghdad,Unity Alliance
6038,Candidate 6038,Male,Basra,Unity Alliance
6039,Candidate 6039,Female,Dhi Qar,Unity Alliance
6040,Candidate 6040,Male,Nineveh,Unity Alliance
6041,Candidate 6041,Male,Anbar,Unity Alliance
6042,Candidate 6042,Female,Nineveh,People First
6043,Candidate 6043,Female,Karbala,Progressive Movement
6044,Candidate 6044,Male,Baghdad,People First
6045,Candidate 6045,Male,Dhi Qar,Justice Bloc
6046,Candidate 6046,Female,Karbala,Renewal Front
6047,Candidate 6047,Male,Nineveh,Justice Bloc
6048,Candidate 6048,Female,Kirkuk,Unity Alliance
6049,Candidate 6049,Male,Erbil,Progressive Movement
6050,Candidate 6050,Male,Basra,People First
6051,Candidate 6051,Male,Kirkuk,Justice Bloc
6052,Candidate 6052,Male,Sulaymaniyah,Unity Alliance
6053,Candidate 6053,Female,Nineveh,Progressive Movement
6054,Candidate 6054,Female,Dhi Qar,Progressive Movement
6055,Candidate 6055,Male,Anbar,Progressive Movement
6056,Candidate 6056,Female,Sulaymaniyah,Justice Bloc
6057,Candidate 6057,Male,Baghdad,Progressive Movement
6058,Candidate 6058,Female,Nineveh,Renewal Front
6059,Candidate 6059,Female,Baghdad,Unity Alliance
6060,Candidate 6060,Male,Najaf,Unity Alliance
6061,Candidate 6061,Male,Erbil,Progressive Movement
6062,Candidate 6062,Female,Sulaymaniyah,Renewal Front
6063,Candidate 6063,Female,Kirkuk,People First
6064,Candidate 6064,Female,Erbil,Progressive Movement
6065,Candidate 6065,Male,Baghdad,People First
6066,Candidate 6066,Male,Nineveh,Unity Alliance
6067,Candidate 6067,Male,Najaf,Unity Alliance
6068,Candidate 6068,Female,Basra,People First
6069,Candidate 6069,Male,Najaf,Progressive Movement
6070,Candidate 6070,Female,Erbil,Unity Alliance
6071,Candidate 6071,Male,Anbar,Renewal Front
6072,Candidate 6072,Male,Najaf,Unity Alliance
6073,Candidate 6073,Female,Dhi Qar,Renewal Front
6074,Candidate 6074,Male,Dhi Qar,Progressive Movement
6075,Candidate 6075,Male,Nineveh,People First
6076,Candidate 6076,Male,Sulaymaniyah,People First
6077,Candidate 6077,Female,Nineveh,Unity Alliance
6078,Candidate 6078,Male,Erbil,Unity Alliance
6079,Candidate 6079,Male,Baghdad,Unity Alliance
6080,Candidate 6080,Male,Anbar,People First
6081,Candidate 6081,Female,Najaf,Renewal Front
6082,Candidate 6082,Female,Sulaymaniyah,Justice Bloc
6083,Candidate 6083,Female,Anbar,Unity Alliance
6084,Candidate 6084,Female,Najaf,Renewal Front
6085,Candidate 6085,Female,Sulaymaniyah,People First
6086,Candidate 6086,Female,Nineveh,Progressive Movement
6087,Candidate 6087,Female,Najaf,Unity Alliance
6088,Candidate 6088,Male,Erbil,Justice Bloc
6089,Candidate 6089,Female,Baghdad,Unity Alliance
6090,Candidate 6090,Male,Kirkuk,Unity Alliance
6091,Candidate 6091,Male,Kirkuk,Unity Alliance
6092,Candidate 6092,Male,Karbala,Unity Alliance
6093,Candidate 6093,Female,Kirkuk,Progressive Movement
6094,Candidate 6094,Male,Najaf,Justice Bloc
6095,Candidate 6095,Female,Basra,Justice Bloc
6096,Candidate 6096,Male,Dhi Qar,Renewal Front
6097,Candidate 6097,Male,Kirkuk,Unity Alliance
6098,Candidate 6098,Male,Sulaymaniyah,Justice Bloc
6099,Candidate 6099,Male,Nineveh,Renewal Front
6100,Candidate 6100,Male,Basra,People First
6101,Candidate 6101,Male,Najaf,Unity Alliance
6102,Candidate 6102,Male,Kirkuk,Unity Alliance
6103,Candidate 6103,Female,Najaf,Unity Alliance
6104,Candidate 6104,Male,Baghdad,Justice Bloc
6105,Candidate 6105,Male,Sulaymaniyah,Unity Alliance
6106,Candidate 6106,Male,Erbil,People First
6107,Candidate 6107,Female,Najaf,People First
6108,Candidate 6108,Male,Dhi Qar,Progressive Movement
6109,Candidate 6109,Male,Karbala,Unity Alliance
6110,Candidate 6110,Male,Anbar,Justice Bloc
6111,Candidate 6111,Male,Sulaymaniyah,Renewal Front
6112,Candidate 6112,Female,Najaf,Justice Bloc
6113,Candidate 6113,Female,Anbar,People First
6114,Candidate 6114,Female,Baghdad,Progressive Movement
6115,Candidate 6115,Male,Kirkuk,Unity Alliance
6116,Candidate 6116,Female,Karbala,Progressive Movement
6117,Candidate 6117,Female,Nineveh,Justice Bloc
6118,Candidate 6118,Female,Dhi Qar,Justice Bloc
6119,Candidate 6119,Female,Nineveh,Unity Alliance
6120,Candidate 6120,Female,Anbar,Unity Alliance
6121,Candidate 6121,Male,Nineveh,Justice Bloc
6122,Candidate 6122,Male,Baghdad,Unity Alliance
6123,Candidate 6123,Female,Dhi Qar,Justice Bloc
6124,Candidate 6124,Female,Basra,People First
6125,Candidate 6125,Female,Anbar,Unity Alliance
6126,Candidate 6126,Male,Basra,Unity Alliance
6127,Candidate 6127,Female,Anbar,Justice Bloc
6128,Candidate 6128,Female,Basra,People First
6129,Candidate 6129,Male,Baghdad,People First
6130,Candidate 6130,Male,Kirkuk,Renewal Front
6131,Candidate 6131,Male,Anbar,People First
6132,Candidate 6132,Male,Sulaymaniyah,Progressive Movement
6133,Candidate 6133,Male,Sulaymaniyah,Progressive Movement
6134,Candidate 6134,Male,Erbil,Renewal Front
6135,Candidate 6135,Male,Anbar,People First
6136,Candidate 6136,Female,Dhi Qar,Renewal Front
6137,Candidate 6137,Female,Karbala,Unity Alliance
6138,Candidate 6138,Male,Najaf,Renewal Front
6139,Candidate 6139,Female,Basra,Justice Bloc
6140,Candidate 6140,Female,Anbar,Renewal Front
6141,Candidate 6141,Female,Basra,Justice Bloc
6142,Candidate 6142,Female,Basra,Progressive Movement
6143,Candidate 6143,Male,Najaf,People First
6144,Candidate 6144,Male,Najaf,Justice Bloc
6145,Candidate 6145,Female,Karbala,Progressive Movement
6146,Candidate 6146,Male,Sulaymaniyah,Justice Bloc
6147,Candidate 6147,Male,Karbala,Renewal Front
6148,Candidate 6148,Female,Anbar,Renewal Front
6149,Candidate 6149,Male,Anbar,Justice Bloc
6150,Candidate 6150,Male,Basra,People First
6151,Candidate 6151,Male,Dhi Qar,Progressive Movement
6152,Candidate 6152,Male,Karbala,Justice Bloc
6153,Candidate 6153,Male,Kirkuk,Justice Bloc
6154,Candidate 6154,Male,Basra,Unity Alliance
6155,Candidate 6155,Female,Baghdad,Progressive Movement
6156,Candidate 6156,Male,Erbil,Unity Alliance
6157,Candidate 6157,Male,Karbala,People First
6158,Candidate 6158,Female,Nineveh,Unity Alliance
6159,Candidate 6159,Male,Najaf,Unity Alliance
6160,Candidate 6160,Female,Kirkuk,Unity Alliance
6161,Candidate 6161,Male,Kirkuk,Justice Bloc
6162,Candidate 6162,Female,Erbil,Renewal Front
6163,Candidate 6163,Male,Nineveh,Unity Alliance
6164,Candidate 6164,Female,Sulaymaniyah,Renewal Front
6165,Candidate 6165,Male,Anbar,Justice Bloc
6166,Candidate 6166,Female,Najaf,Unity Alliance
6167,Candidate 6167,Male,Baghdad,Unity Alliance
6168,Candidate 6168,Female,Kirkuk,Unity Alliance
6169,Candidate 6169,Female,Najaf,People First
6170,Candidate 6170,Female,Basra,Progressive Movement
6171,Candidate 6171,Male,Dhi Qar,Renewal Front
6172,Candidate 6172,Male,Erbil,Renewal Front
6173,Candidate 6173,Female,Basra,Unity Alliance
6174,Candidate 6174,Male,Kirkuk,Justice Bloc
6175,Candidate 6175,Female,Nineveh,Renewal Front
6176,Candidate 6176,Female,Kirkuk,Renewal Front
6177,Candidate 6177,Male,Najaf,Justice Bloc
6178,Candidate 6178,Female,Baghdad,People First
6179,Candidate 6179,Male,Anbar,People First
6180,Candidate 6180,Male,Basra,People First
6181,Candidate 6181,Male,Anbar,Justice Bloc
6182,Candidate 6182,Male,Sulaymaniyah,Justice Bloc
6183,Candidate 6183,Male,Najaf,Renewal Front
6184,Candidate 6184,Male,Nineveh,Justice Bloc
6185,Candidate 6185,Female,Kirkuk,Renewal Front
6186,Candidate 6186,Male,Sulaymaniyah,Justice Bloc
6187,Candidate 6187,Female,Basra,Justice Bloc
6188,Candidate 6188,Female,Nineveh,People First
6189,Candidate 6189,Male,Anbar,Justice Bloc
6190,Candidate 6190,Female,Anbar,Justice Bloc
6191,Candidate 6191,Female,Kirkuk,Progressive Movement
6192,Candidate 6192,Female,Anbar,Justice Bloc
6193,Candidate 6193,Male,Erbil,Justice Bloc
6194,Candidate 6194,Female,Nineveh,Unity Alliance
6195,Candidate 6195,Female,Baghdad,Progressive Movement
6196,Candidate 6196,Female,Basra,Justice Bloc
6197,Candidate 6197,Male,Nineveh,People First
6198,Candidate 6198,Male,Dhi Qar,People First
6199,Candidate 6199,Male,Baghdad,Renewal Front
6200,Candidate 6200,Male,Erbil,Renewal Front
6201,Candidate 6201,Female,Kirkuk,Renewal Front
6202,Candidate 6202,Male,Anbar,Unity Alliance
6203,Candidate 6203,Female,Nineveh,People First
6204,Candidate 6204,Female,Najaf,Progressive Movement
6205,Candidate 6205,Female,Anbar,Renewal Front
6206,Candidate 6206,Male,Dhi Qar,Unity Alliance
6207,Candidate 6207,Male,Basra,People First
6208,Candidate 6208,Male,Karbala,Unity Alliance
6209,Candidate 6209,Male,Sulaymaniyah,Renewal Front
6210,Candidate 6210,Male,Karbala,Justice Bloc
6211,Candidate 6211,Male,Karbala,Progressive Movement
6212,Candidate 6212,Female,Dhi Qar,Unity Alliance
6213,Candidate 6213,Female,Nineveh,Progressive Movement
6214,Candidate 6214,Male,Erbil,People First
6215,Candidate 6215,Male,Dhi Qar,People First
6216,Candidate 6216,Male,Nineveh,People First
6217,Candidate 6217,Female,Erbil,Justice Bloc
6218,Candidate 6218,Male,Erbil,Unity Alliance
6219,Candidate 6219,Male,Dhi Qar,People First
6220,Candidate 6220,Male,Karbala,People First
6221,Candidate 6221,Female,Baghdad,Renewal Front
6222,Candidate 6222,Female,Dhi Qar,Unity Alliance
6223,Candidate 6223,Female,Najaf,Unity Alliance
6224,Candidate 6224,Male,Erbil,Renewal Front
6225,Candidate 6225,Male,Kirkuk,Renewal Front
6226,Candidate 6226,Male,Dhi Qar,Justice Bloc
6227,Candidate 6227,Male,Basra,People First
6228,Candidate 6228,Male,Najaf,People First
6229,Candidate 6229,Female,Kirkuk,Unity Alliance
6230,Candidate 6230,Male,Sulaymaniyah,Renewal Front
6231,Candidate 6231,Male,Dhi Qar,Justice Bloc
6232,Candidate 6232,Female,Kirkuk,Justice Bloc
6233,Candidate 6233,Male,Anbar,Justice Bloc
6234,Candidate 6234,Female,Erbil,Renewal Front
6235,Candidate 6235,Female,Anbar,People First
6236,Candidate 6236,Male,Sulaymaniyah,People First
6237,Candidate 6237,Female,Sulaymaniyah,Unity Alliance
6238,Candidate 6238,Male,Basra,Renewal Front
6239,Candidate 6239,Male,Anbar,Progressive Movement
6240,Candidate 6240,Male,Najaf,People First
6241,Candidate 6241,Male,Dhi Qar,Unity Alliance
6242,Candidate 6242,Female,Basra,Unity Alliance
6243,Candidate 6243,Female,Basra,Justice Bloc
6244,Candidate 6244,Male,Karbala,Renewal Front
6245,Candidate 6245,Female,Karbala,Justice Bloc
6246,Candidate 6246,Female,Karbala,Justice Bloc
6247,Candidate 6247,Male,Basra,Renewal Front
6248,Candidate 6248,Female,Sulaymaniyah,People First
6249,Candidate 6249,Male,Dhi Qar,Justice Bloc
6250,Candidate 6250,Male,Baghdad,Unity Alliance
6251,Candidate 6251,Female,Nineveh,People First
6252,Candidate 6252,Female,Nineveh,Unity Alliance
6253,Candidate 6253,Female,Dhi Qar,Justice Bloc
6254,Candidate 6254,Female,Kirkuk,Renewal Front
6255,Candidate 6255,Female,Dhi Qar,Justice Bloc
6256,Candidate 6256,Female,Baghdad,People First
6257,Candidate 6257,Female,Erbil,Progressive Movement
6258,Candidate 6258,Male,Erbil,People First
6259,Candidate 6259,Female,Sulaymaniyah,Justice Bloc
6260,Candidate 6260,Female,Sulaymaniyah,Renewal Front
6261,Candidate 6261,Male,Anbar,Justice Bloc
6262,Candidate 6262,Female,Sulaymaniyah,Progressive Movement
6263,Candidate 6263,Male,Kirkuk,Renewal Front
6264,Candidate 6264,Male,Dhi Qar,Progressive Movement
6265,Candidate 6265,Male,Sulaymaniyah,People First
6266,Candidate 6266,Female,Dhi Qar,Progressive Movement
6267,Candidate 6267,Male,Dhi Qar,People First
6268,Candidate 6268,Female,Baghdad,Unity Alliance
6269,Candidate 6269,Female,Sulaymaniyah,Renewal Front
6270,Candidate 6270,Female,Karbala,Unity Alliance
